loc_x,loc_y,shot_type,shot_made_flag
-97,0,Jump Shot,1.0
-166,214,Jump Shot,0.0
74,173,Jump Shot,1.0
-156,214,Jump Shot,0.0
-85,143,Jump Shot,1.0
-181,18,Jump Shot,0.0
-131,209,Jump Shot,1.0
-156,18,Jump Shot,1.0
-169,10,Jump Shot,1.0
0,0,Layup,1.0
0,0,Layup,0.0
0,0,Layup,0.0
176,8,Jump Shot,0.0
120,233,Jump Shot,1.0
236,46,Jump Shot,1.0
-99,176,Jump Shot,0.0
-166,187,Jump Shot,0.0
62,59,Jump Shot,0.0
161,77,Jump Shot,0.0
-3,3,Layup,1.0
-3,12,Layup,0.0
167,99,Jump Shot,0.0
144,8,Jump Shot,1.0
-29,68,Jump Shot,1.0
149,68,Jump Shot,0.0
-25,7,Layup,1.0
-41,43,Jump Shot,0.0
69,18,Jump Shot,0.0
-118,63,Jump Shot,0.0
223,36,Jump Shot,0.0
72,25,Jump Shot,1.0
89,3,Jump Shot,0.0
1,1,Layup,1.0
-49,169,Jump Shot,0.0
-3,31,Layup,0.0
143,36,Jump Shot,0.0
-169,95,Jump Shot,0.0
-10,40,Jump Shot,0.0
75,20,Jump Shot,0.0
38,15,Jump Shot,1.0
90,229,Jump Shot,0.0
-2,12,Layup,1.0
-195,161,Jump Shot,0.0
-18,41,Jump Shot,1.0
-100,7,Jump Shot,0.0
5,12,Layup,0.0
-74,229,Jump Shot,0.0
156,191,Jump Shot,0.0
-113,191,Jump Shot,1.0
167,122,Jump Shot,0.0
151,138,Jump Shot,0.0
-149,74,Jump Shot,0.0
-145,114,Jump Shot,1.0
-136,197,Jump Shot,1.0
0,0,Layup,1.0
0,0,Layup,0.0
-172,168,Jump Shot,1.0
-151,191,Jump Shot,0.0
-3,86,Jump Shot,1.0
-141,-32,Jump Shot,0.0
67,49,Jump Shot,0.0
72,173,Jump Shot,1.0
-149,199,Jump Shot,0.0
200,-21,Jump Shot,0.0
-222,-18,Jump Shot,0.0
90,184,Jump Shot,0.0
-69,179,Jump Shot,0.0
164,100,Jump Shot,1.0
-166,68,Jump Shot,1.0
94,173,Jump Shot,0.0
-151,-14,Jump Shot,1.0
133,179,Jump Shot,0.0
13,109,Jump Shot,1.0
-120,53,Jump Shot,0.0
0,0,Layup,1.0
100,13,Jump Shot,1.0
28,10,Layup,1.0
38,13,Jump Shot,1.0
-149,214,Jump Shot,0.0
0,0,Layup,0.0
120,141,Jump Shot,1.0
71,36,Jump Shot,1.0
141,94,Jump Shot,1.0
-80,128,Jump Shot,0.0
0,0,Layup,0.0
-112,156,Jump Shot,0.0
51,245,Jump Shot,1.0
-194,166,Jump Shot,0.0
131,145,Jump Shot,0.0
154,-11,Jump Shot,0.0
1,56,Jump Shot,0.0
-148,10,Jump Shot,0.0
107,0,Jump Shot,0.0
15,66,Jump Shot,1.0
-133,141,Jump Shot,0.0
112,258,Jump Shot,0.0
-103,86,Jump Shot,1.0
199,-1,Jump Shot,0.0
141,0,Jump Shot,0.0
-46,141,Jump Shot,1.0
-179,54,Jump Shot,1.0
62,210,Jump Shot,1.0
-8,58,Jump Shot,0.0
103,255,Jump Shot,0.0
-25,51,Jump Shot,0.0
-16,43,Jump Shot,1.0
-56,122,Jump Shot,1.0
28,87,Jump Shot,0.0
-61,30,Jump Shot,1.0
31,176,Jump Shot,0.0
-204,158,Jump Shot,0.0
200,163,Jump Shot,0.0
-168,-18,Jump Shot,0.0
110,20,Jump Shot,0.0
0,0,Layup,1.0
-39,33,Jump Shot,1.0
-145,265,Jump Shot,0.0
107,-21,Jump Shot,1.0
-74,135,Jump Shot,1.0
0,0,Layup,1.0
79,127,Jump Shot,1.0
-126,10,Jump Shot,0.0
-174,76,Jump Shot,1.0
-149,82,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
148,26,Jump Shot,0.0
159,-29,Jump Shot,1.0
-130,-18,Jump Shot,0.0
-189,64,Jump Shot,0.0
95,84,Jump Shot,1.0
153,49,Jump Shot,1.0
163,-23,Jump Shot,0.0
135,242,Jump Shot,0.0
-128,-26,Jump Shot,1.0
146,-19,Jump Shot,1.0
34,220,Jump Shot,0.0
0,82,Jump Shot,1.0
207,17,Jump Shot,1.0
108,20,Jump Shot,0.0
133,56,Jump Shot,0.0
57,240,Jump Shot,0.0
-189,82,Jump Shot,1.0
-149,54,Jump Shot,1.0
0,0,Layup,0.0
205,0,Jump Shot,0.0
61,20,Jump Shot,0.0
-128,36,Jump Shot,0.0
154,30,Jump Shot,0.0
-102,72,Jump Shot,1.0
-141,160,Jump Shot,1.0
204,38,Jump Shot,1.0
-3,173,Jump Shot,0.0
-92,196,Jump Shot,1.0
69,36,Jump Shot,0.0
-149,125,Jump Shot,1.0
-187,166,Jump Shot,0.0
177,117,Jump Shot,0.0
-186,26,Jump Shot,0.0
0,0,Layup,1.0
194,28,Jump Shot,1.0
161,156,Jump Shot,1.0
-133,49,Jump Shot,0.0
163,17,Jump Shot,1.0
-163,105,Jump Shot,0.0
156,31,Jump Shot,1.0
0,0,Layup,0.0
0,0,Layup,0.0
79,25,Jump Shot,1.0
0,0,Layup,1.0
112,76,Jump Shot,0.0
117,143,Jump Shot,0.0
108,22,Jump Shot,1.0
-176,186,Jump Shot,0.0
0,0,Layup,1.0
89,33,Jump Shot,1.0
0,0,Layup,1.0
213,138,Jump Shot,0.0
210,186,Jump Shot,1.0
177,7,Jump Shot,1.0
143,82,Jump Shot,1.0
-169,5,Jump Shot,0.0
0,0,Layup,1.0
136,64,Jump Shot,1.0
210,8,Jump Shot,0.0
-69,192,Jump Shot,1.0
0,0,Layup,1.0
-233,10,Jump Shot,0.0
-48,247,Jump Shot,1.0
69,51,Jump Shot,1.0
-136,207,Jump Shot,0.0
0,0,Layup,0.0
112,102,Jump Shot,1.0
-187,8,Jump Shot,0.0
89,161,Jump Shot,0.0
11,84,Jump Shot,0.0
158,194,Jump Shot,0.0
0,0,Layup,1.0
-49,68,Jump Shot,0.0
-26,66,Jump Shot,0.0
-212,141,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
0,0,Layup,1.0
-230,71,Jump Shot,1.0
-199,145,Jump Shot,0.0
-117,12,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
156,186,Jump Shot,0.0
-163,187,Jump Shot,1.0
-67,20,Jump Shot,1.0
-38,148,Jump Shot,1.0
133,161,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Layup,1.0
-156,196,Jump Shot,1.0
-227,25,Jump Shot,0.0
43,105,Jump Shot,0.0
0,0,Dunk,1.0
-187,-24,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
0,0,Layup,1.0
-125,53,Jump Shot,1.0
0,0,Layup,1.0
187,179,Jump Shot,1.0
0,0,Layup,1.0
166,15,Jump Shot,1.0
0,0,Layup,1.0
8,72,Jump Shot,0.0
85,89,Jump Shot,1.0
0,0,Dunk,1.0
-100,91,Jump Shot,1.0
171,199,Jump Shot,0.0
0,0,Layup,0.0
144,10,Jump Shot,0.0
0,0,Layup,0.0
-131,220,Jump Shot,1.0
-112,158,Jump Shot,0.0
144,225,Jump Shot,1.0
133,122,Jump Shot,1.0
43,41,Bank Shot,1.0
0,0,Layup,0.0
103,158,Jump Shot,1.0
103,5,Jump Shot,1.0
16,263,Jump Shot,0.0
-158,204,Jump Shot,0.0
-145,117,Jump Shot,0.0
121,-6,Jump Shot,0.0
80,122,Jump Shot,1.0
0,0,Layup,0.0
131,163,Jump Shot,1.0
0,0,Layup,1.0
0,0,Layup,1.0
-102,120,Jump Shot,0.0
-57,40,Jump Shot,1.0
177,33,Jump Shot,0.0
-189,2,Jump Shot,0.0
-154,212,Jump Shot,1.0
-90,102,Jump Shot,1.0
-51,242,Jump Shot,1.0
112,164,Jump Shot,0.0
-82,229,Jump Shot,0.0
195,-14,Jump Shot,1.0
-171,199,Jump Shot,0.0
238,5,Jump Shot,1.0
110,125,Jump Shot,1.0
-123,215,Jump Shot,0.0
0,0,Layup,1.0
13,64,Jump Shot,1.0
0,0,Layup,0.0
-87,151,Jump Shot,1.0
-29,253,Jump Shot,1.0
156,115,Jump Shot,1.0
184,183,Jump Shot,0.0
0,0,Layup,0.0
118,17,Jump Shot,0.0
0,0,Layup,1.0
-29,31,Jump Shot,0.0
154,84,Jump Shot,1.0
-75,176,Jump Shot,0.0
207,192,Jump Shot,0.0
0,0,Layup,0.0
131,0,Jump Shot,1.0
-72,168,Jump Shot,1.0
-97,169,Jump Shot,0.0
212,187,Jump Shot,0.0
-57,110,Jump Shot,1.0
66,206,Jump Shot,0.0
151,128,Jump Shot,0.0
0,0,Dunk,1.0
-163,183,Jump Shot,0.0
95,173,Jump Shot,1.0
0,0,Layup,0.0
163,183,Jump Shot,0.0
136,206,Jump Shot,0.0
28,10,Layup,1.0
133,291,Jump Shot,0.0
-192,-1,Jump Shot,0.0
-59,118,Jump Shot,0.0
-110,132,Jump Shot,1.0
98,63,Jump Shot,1.0
36,252,Jump Shot,0.0
-141,204,Jump Shot,0.0
156,118,Jump Shot,0.0
0,0,Layup,0.0
15,214,Jump Shot,0.0
186,112,Jump Shot,1.0
-164,30,Jump Shot,0.0
29,23,Jump Shot,0.0
43,12,Jump Shot,0.0
161,89,Jump Shot,0.0
39,76,Jump Shot,0.0
47,2,Jump Shot,0.0
8,-3,Layup,1.0
179,-16,Jump Shot,1.0
205,-8,Jump Shot,1.0
0,268,Jump Shot,0.0
186,92,Jump Shot,0.0
153,-31,Jump Shot,0.0
11,102,Jump Shot,1.0
182,95,Jump Shot,1.0
159,206,Jump Shot,0.0
-16,5,Layup,0.0
108,156,Jump Shot,1.0
169,51,Jump Shot,0.0
-20,17,Layup,0.0
-79,132,Jump Shot,0.0
-230,18,Jump Shot,0.0
126,127,Jump Shot,1.0
-31,0,Jump Shot,0.0
-36,253,Jump Shot,1.0
141,217,Jump Shot,1.0
0,0,Layup,1.0
0,0,Layup,0.0
0,0,Layup,1.0
166,51,Jump Shot,0.0
0,0,Layup,1.0
189,-3,Jump Shot,1.0
0,0,Layup,0.0
-112,18,Jump Shot,0.0
0,0,Layup,0.0
225,123,Jump Shot,0.0
-51,64,Jump Shot,0.0
128,156,Jump Shot,0.0
151,189,Jump Shot,1.0
-169,-5,Jump Shot,0.0
-209,146,Jump Shot,1.0
-71,25,Jump Shot,0.0
80,257,Jump Shot,0.0
0,0,Layup,0.0
59,153,Jump Shot,1.0
82,174,Jump Shot,0.0
-21,51,Jump Shot,1.0
-145,-23,Jump Shot,1.0
-146,164,Jump Shot,0.0
0,0,Layup,0.0
159,210,Jump Shot,0.0
15,59,Jump Shot,0.0
115,137,Jump Shot,0.0
0,0,Layup,0.0
222,105,Jump Shot,1.0
-52,51,Jump Shot,1.0
0,0,Layup,0.0
0,0,Layup,0.0
41,41,Jump Shot,0.0
51,278,Jump Shot,1.0
0,0,Layup,0.0
-133,155,Jump Shot,1.0
146,86,Jump Shot,1.0
-153,17,Jump Shot,1.0
143,99,Jump Shot,0.0
57,202,Jump Shot,1.0
126,118,Jump Shot,0.0
80,140,Jump Shot,0.0
112,133,Jump Shot,0.0
133,233,Jump Shot,1.0
125,132,Jump Shot,1.0
85,150,Jump Shot,0.0
-141,173,Jump Shot,1.0
-177,68,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
0,0,Layup,1.0
-207,79,Jump Shot,1.0
-145,219,Jump Shot,1.0
-164,196,Jump Shot,1.0
135,247,Jump Shot,1.0
200,166,Jump Shot,1.0
0,0,Layup,0.0
-141,233,Jump Shot,1.0
-3,151,Jump Shot,0.0
153,206,Jump Shot,0.0
113,235,Jump Shot,0.0
0,0,Layup,0.0
-168,26,Jump Shot,1.0
-156,130,Jump Shot,0.0
-146,127,Jump Shot,0.0
0,0,Layup,0.0
0,0,Dunk,1.0
-154,135,Jump Shot,1.0
95,187,Jump Shot,0.0
0,0,Layup,0.0
-214,18,Jump Shot,1.0
-154,164,Jump Shot,1.0
126,150,Jump Shot,0.0
0,0,Layup,1.0
-192,176,Jump Shot,1.0
-195,199,Jump Shot,1.0
-49,23,Jump Shot,0.0
-215,146,Jump Shot,1.0
-232,0,Jump Shot,1.0
176,41,Jump Shot,1.0
-46,245,Jump Shot,1.0
72,243,Jump Shot,1.0
-161,225,Jump Shot,0.0
177,181,Jump Shot,0.0
0,0,Layup,1.0
-11,255,Jump Shot,0.0
-133,105,Jump Shot,1.0
-192,-8,Jump Shot,0.0
-29,56,Jump Shot,1.0
133,105,Jump Shot,0.0
-87,248,Jump Shot,0.0
0,0,Dunk,1.0
-16,135,Jump Shot,0.0
-240,100,Jump Shot,0.0
0,0,Layup,1.0
59,82,Jump Shot,1.0
190,174,Jump Shot,0.0
-125,33,Jump Shot,0.0
0,0,Dunk,0.0
-38,87,Jump Shot,0.0
-112,120,Jump Shot,0.0
-128,56,Jump Shot,1.0
-191,187,Jump Shot,1.0
-172,176,Jump Shot,0.0
39,92,Jump Shot,1.0
-156,130,Jump Shot,0.0
112,54,Jump Shot,0.0
-6,68,Jump Shot,0.0
131,118,Jump Shot,1.0
117,-5,Jump Shot,0.0
0,0,Layup,1.0
-74,66,Jump Shot,0.0
89,118,Jump Shot,0.0
163,105,Jump Shot,0.0
-49,61,Jump Shot,1.0
-194,5,Jump Shot,1.0
56,0,Hook Shot,1.0
-200,41,Jump Shot,0.0
197,140,Jump Shot,0.0
210,158,Jump Shot,0.0
1,206,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
225,92,Jump Shot,0.0
16,36,Jump Shot,1.0
0,0,Layup,0.0
94,3,Jump Shot,1.0
199,401,Jump Shot,0.0
0,0,Layup,1.0
-227,84,Jump Shot,1.0
-223,105,Jump Shot,0.0
108,219,Jump Shot,0.0
103,155,Jump Shot,0.0
227,-14,Jump Shot,0.0
67,250,Jump Shot,1.0
-131,202,Jump Shot,0.0
-108,168,Jump Shot,0.0
107,217,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,0.0
113,215,Jump Shot,0.0
0,0,Dunk,1.0
-145,153,Jump Shot,1.0
0,0,Layup,1.0
217,163,Jump Shot,0.0
0,0,Layup,1.0
151,163,Jump Shot,0.0
-209,138,Jump Shot,1.0
133,151,Jump Shot,0.0
-92,179,Jump Shot,0.0
-179,191,Jump Shot,0.0
0,0,Layup,0.0
-115,158,Jump Shot,0.0
-187,585,Jump Shot,0.0
144,146,Jump Shot,0.0
177,204,Jump Shot,0.0
0,0,Layup,0.0
-99,145,Jump Shot,1.0
-174,105,Jump Shot,1.0
-118,132,Jump Shot,0.0
154,58,Jump Shot,1.0
117,0,Jump Shot,1.0
-148,209,Jump Shot,1.0
117,146,Jump Shot,0.0
121,253,Jump Shot,0.0
-171,0,Jump Shot,0.0
-148,202,Jump Shot,0.0
144,54,Jump Shot,1.0
6,100,Jump Shot,1.0
20,12,Layup,1.0
-126,240,Jump Shot,0.0
-16,7,Layup,1.0
-20,13,Layup,0.0
-154,71,Jump Shot,0.0
-25,20,Layup,1.0
10,68,Jump Shot,0.0
-151,114,Jump Shot,0.0
-156,5,Jump Shot,0.0
-200,-1,Jump Shot,1.0
148,94,Jump Shot,1.0
202,-6,Jump Shot,0.0
-177,0,Jump Shot,0.0
20,15,Layup,1.0
-130,36,Jump Shot,0.0
41,71,Jump Shot,0.0
-125,189,Jump Shot,1.0
130,229,Jump Shot,0.0
46,84,Jump Shot,0.0
-49,33,Jump Shot,1.0
143,-6,Jump Shot,1.0
156,-13,Jump Shot,1.0
-146,158,Jump Shot,1.0
128,224,Jump Shot,0.0
140,-5,Jump Shot,0.0
163,197,Jump Shot,1.0
146,71,Jump Shot,0.0
143,169,Jump Shot,1.0
31,84,Jump Shot,0.0
236,-16,Jump Shot,0.0
-161,104,Jump Shot,1.0
-177,91,Jump Shot,1.0
158,127,Jump Shot,1.0
-187,-19,Jump Shot,0.0
82,181,Jump Shot,1.0
-189,15,Jump Shot,0.0
161,66,Jump Shot,1.0
0,0,Layup,1.0
-171,99,Jump Shot,1.0
44,248,Jump Shot,0.0
-131,204,Jump Shot,1.0
-89,120,Jump Shot,0.0
-182,160,Jump Shot,1.0
0,0,Layup,1.0
-177,174,Jump Shot,0.0
-105,258,Jump Shot,1.0
215,140,Jump Shot,0.0
-130,183,Jump Shot,0.0
-54,210,Jump Shot,1.0
-145,153,Jump Shot,1.0
11,194,Jump Shot,0.0
54,94,Jump Shot,1.0
-225,3,Jump Shot,0.0
-164,0,Jump Shot,0.0
79,189,Jump Shot,0.0
187,-3,Jump Shot,1.0
-82,48,Jump Shot,0.0
94,156,Jump Shot,0.0
138,114,Jump Shot,1.0
182,-6,Jump Shot,0.0
182,49,Jump Shot,1.0
-179,79,Jump Shot,0.0
212,140,Jump Shot,0.0
-140,197,Jump Shot,0.0
0,0,Layup,1.0
-141,210,Jump Shot,0.0
-77,99,Jump Shot,1.0
-66,150,Jump Shot,0.0
-189,0,Jump Shot,1.0
148,209,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
0,0,Layup,0.0
153,163,Jump Shot,1.0
-13,258,Jump Shot,0.0
-128,125,Jump Shot,0.0
136,132,Jump Shot,0.0
146,23,Jump Shot,0.0
-166,189,Jump Shot,0.0
192,176,Jump Shot,1.0
192,174,Jump Shot,0.0
0,0,Layup,1.0
238,59,Jump Shot,1.0
-131,156,Jump Shot,0.0
144,71,Jump Shot,0.0
148,219,Jump Shot,1.0
-197,186,Jump Shot,1.0
-214,130,Jump Shot,0.0
11,71,Jump Shot,1.0
-56,91,Jump Shot,0.0
-200,140,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,1.0
10,204,Jump Shot,1.0
0,187,Jump Shot,0.0
62,36,Hook Shot,0.0
-3,257,Jump Shot,0.0
13,209,Jump Shot,1.0
52,13,Jump Shot,1.0
-26,82,Jump Shot,0.0
62,118,Jump Shot,0.0
0,0,Layup,1.0
-223,20,Jump Shot,1.0
-54,109,Jump Shot,0.0
146,41,Jump Shot,0.0
57,41,Jump Shot,0.0
0,0,Dunk,1.0
103,176,Jump Shot,1.0
0,0,Layup,1.0
-194,187,Jump Shot,0.0
-89,150,Jump Shot,0.0
0,0,Layup,1.0
-100,30,Jump Shot,1.0
82,194,Jump Shot,1.0
113,243,Jump Shot,1.0
-174,199,Jump Shot,1.0
184,12,Jump Shot,1.0
107,248,Jump Shot,1.0
163,13,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
118,132,Jump Shot,0.0
146,220,Jump Shot,0.0
0,0,Layup,0.0
131,2,Jump Shot,1.0
-6,33,Layup,1.0
117,233,Jump Shot,1.0
105,237,Jump Shot,1.0
-195,3,Jump Shot,0.0
192,186,Jump Shot,0.0
158,214,Jump Shot,0.0
144,0,Jump Shot,0.0
-110,102,Jump Shot,0.0
167,212,Jump Shot,0.0
0,0,Layup,1.0
-174,0,Jump Shot,0.0
0,0,Layup,0.0
0,0,Layup,0.0
-168,84,Jump Shot,0.0
-43,15,Layup,0.0
146,150,Jump Shot,0.0
166,5,Jump Shot,0.0
-192,176,Jump Shot,0.0
-36,74,Jump Shot,1.0
164,118,Jump Shot,0.0
110,230,Jump Shot,1.0
-182,120,Jump Shot,0.0
0,0,Dunk,1.0
0,84,Jump Shot,0.0
233,-18,Jump Shot,1.0
-174,-3,Jump Shot,0.0
0,0,Layup,1.0
-235,64,Jump Shot,0.0
43,250,Jump Shot,0.0
0,0,Dunk,1.0
-194,18,Jump Shot,1.0
1,146,Jump Shot,1.0
-151,10,Jump Shot,1.0
-151,45,Jump Shot,1.0
105,151,Jump Shot,1.0
-82,258,Jump Shot,0.0
-195,187,Jump Shot,1.0
-195,161,Jump Shot,0.0
133,0,Jump Shot,1.0
-151,138,Jump Shot,0.0
-107,15,Jump Shot,1.0
-143,76,Jump Shot,0.0
-138,220,Jump Shot,0.0
87,248,Jump Shot,1.0
-182,0,Jump Shot,0.0
228,54,Jump Shot,0.0
0,0,Layup,0.0
-148,222,Jump Shot,0.0
-232,5,Jump Shot,1.0
131,13,Jump Shot,0.0
-179,68,Jump Shot,0.0
0,0,Layup,1.0
82,183,Jump Shot,1.0
-2,248,Jump Shot,1.0
0,0,Dunk,1.0
-125,7,Jump Shot,0.0
-241,12,Jump Shot,0.0
-122,225,Jump Shot,0.0
0,0,Layup,0.0
54,17,Jump Shot,0.0
187,61,Jump Shot,0.0
-52,238,Jump Shot,1.0
163,110,Jump Shot,0.0
166,81,Jump Shot,1.0
10,71,Jump Shot,0.0
-8,25,Layup,0.0
187,-5,Jump Shot,0.0
-69,243,Jump Shot,0.0
-138,145,Jump Shot,1.0
13,20,Layup,0.0
0,31,Layup,1.0
115,35,Jump Shot,0.0
-172,174,Jump Shot,1.0
-11,258,Jump Shot,0.0
5,201,Jump Shot,0.0
-49,-21,Jump Shot,0.0
195,173,Jump Shot,1.0
8,248,Jump Shot,0.0
11,30,Layup,1.0
-118,235,Jump Shot,0.0
-3,268,Jump Shot,0.0
0,0,Layup,1.0
-171,176,Jump Shot,1.0
0,0,Dunk,1.0
158,33,Jump Shot,1.0
98,92,Jump Shot,0.0
161,209,Jump Shot,0.0
0,0,Layup,1.0
-43,43,Jump Shot,1.0
-195,12,Jump Shot,1.0
159,36,Jump Shot,1.0
-115,145,Jump Shot,1.0
161,15,Jump Shot,1.0
-11,242,Jump Shot,1.0
172,176,Jump Shot,0.0
-107,229,Jump Shot,0.0
148,10,Jump Shot,0.0
146,79,Jump Shot,0.0
164,184,Jump Shot,1.0
161,30,Jump Shot,1.0
89,68,Jump Shot,1.0
-135,94,Jump Shot,1.0
-128,207,Jump Shot,1.0
166,178,Jump Shot,1.0
-191,153,Jump Shot,0.0
-172,181,Jump Shot,0.0
0,0,Layup,1.0
-153,72,Jump Shot,0.0
-187,164,Jump Shot,0.0
-2,68,Jump Shot,0.0
131,54,Jump Shot,0.0
158,202,Jump Shot,1.0
-200,153,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Dunk,1.0
159,191,Jump Shot,1.0
140,204,Jump Shot,0.0
172,199,Jump Shot,0.0
0,0,Layup,0.0
159,23,Jump Shot,1.0
153,15,Jump Shot,0.0
190,15,Jump Shot,0.0
115,28,Jump Shot,0.0
-154,197,Jump Shot,1.0
57,268,Jump Shot,0.0
-164,-18,Jump Shot,0.0
77,28,Jump Shot,1.0
-181,161,Jump Shot,0.0
-80,202,Jump Shot,0.0
-184,164,Jump Shot,0.0
-182,161,Jump Shot,1.0
136,132,Jump Shot,0.0
0,0,Layup,1.0
103,176,Jump Shot,0.0
0,0,Layup,0.0
-200,168,Jump Shot,0.0
-171,263,Jump Shot,0.0
163,243,Jump Shot,1.0
-182,160,Jump Shot,0.0
-225,179,Jump Shot,0.0
0,0,Layup,0.0
46,245,Jump Shot,0.0
-163,151,Jump Shot,1.0
-80,243,Jump Shot,0.0
125,79,Jump Shot,1.0
-153,23,Jump Shot,1.0
195,176,Jump Shot,0.0
144,0,Jump Shot,0.0
97,156,Jump Shot,0.0
38,145,Jump Shot,1.0
-133,56,Jump Shot,1.0
-102,33,Jump Shot,1.0
69,176,Jump Shot,1.0
0,0,Layup,1.0
-77,155,Jump Shot,0.0
-21,187,Jump Shot,0.0
-145,153,Jump Shot,0.0
-143,252,Jump Shot,1.0
167,155,Jump Shot,0.0
-182,187,Jump Shot,0.0
-100,132,Jump Shot,0.0
0,0,Layup,1.0
51,260,Jump Shot,0.0
21,319,Jump Shot,0.0
143,69,Jump Shot,1.0
236,-3,Jump Shot,0.0
0,0,Layup,1.0
-133,219,Jump Shot,0.0
194,156,Jump Shot,0.0
167,91,Jump Shot,1.0
94,160,Jump Shot,1.0
0,0,Dunk,1.0
0,0,Layup,0.0
225,-6,Jump Shot,0.0
0,0,Layup,0.0
146,214,Jump Shot,0.0
186,178,Jump Shot,1.0
84,146,Jump Shot,1.0
36,187,Jump Shot,1.0
238,59,Jump Shot,0.0
77,53,Jump Shot,0.0
0,0,Layup,0.0
-138,140,Jump Shot,0.0
140,17,Jump Shot,1.0
120,164,Jump Shot,1.0
128,230,Jump Shot,0.0
0,0,Layup,0.0
-158,23,Jump Shot,0.0
128,-3,Jump Shot,1.0
163,135,Jump Shot,0.0
62,252,Jump Shot,1.0
-238,22,Jump Shot,0.0
146,110,Jump Shot,0.0
-90,176,Jump Shot,1.0
-174,186,Jump Shot,1.0
-225,120,Jump Shot,0.0
161,128,Jump Shot,0.0
148,58,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
100,233,Jump Shot,1.0
-184,105,Jump Shot,1.0
121,252,Jump Shot,1.0
1,250,Jump Shot,0.0
-141,163,Jump Shot,0.0
121,219,Jump Shot,0.0
-194,186,Jump Shot,1.0
0,0,Layup,0.0
-67,194,Jump Shot,1.0
-199,178,Jump Shot,0.0
166,30,Jump Shot,1.0
0,0,Dunk,1.0
189,233,Jump Shot,1.0
121,128,Jump Shot,1.0
186,7,Jump Shot,0.0
-182,173,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,0.0
0,0,Layup,1.0
200,192,Jump Shot,0.0
235,66,Jump Shot,0.0
177,204,Jump Shot,0.0
18,51,Jump Shot,1.0
0,0,Layup,1.0
141,212,Jump Shot,1.0
71,247,Jump Shot,0.0
117,230,Jump Shot,0.0
-84,174,Jump Shot,0.0
186,191,Jump Shot,1.0
-197,174,Jump Shot,0.0
130,156,Jump Shot,0.0
164,201,Jump Shot,1.0
0,210,Jump Shot,1.0
121,247,Jump Shot,1.0
128,229,Jump Shot,1.0
186,8,Jump Shot,0.0
0,0,Dunk,1.0
-113,224,Jump Shot,1.0
1,250,Jump Shot,1.0
194,163,Jump Shot,0.0
0,0,Layup,1.0
172,104,Jump Shot,0.0
220,158,Jump Shot,0.0
172,107,Jump Shot,0.0
0,0,Layup,1.0
-159,97,Jump Shot,0.0
110,0,Jump Shot,1.0
123,115,Jump Shot,1.0
-194,176,Jump Shot,1.0
143,107,Jump Shot,0.0
0,0,Layup,1.0
-118,92,Jump Shot,0.0
-113,33,Jump Shot,1.0
-189,2,Jump Shot,1.0
130,72,Jump Shot,0.0
-130,214,Jump Shot,1.0
163,202,Jump Shot,0.0
0,0,Dunk,1.0
0,0,Layup,0.0
169,117,Jump Shot,1.0
-135,163,Jump Shot,0.0
0,0,Layup,1.0
128,143,Jump Shot,0.0
-94,258,Jump Shot,1.0
-105,153,Jump Shot,0.0
-172,201,Jump Shot,1.0
62,97,Jump Shot,0.0
164,187,Jump Shot,1.0
118,-11,Jump Shot,1.0
115,3,Jump Shot,0.0
0,0,Layup,1.0
-149,138,Jump Shot,0.0
0,0,Layup,1.0
0,0,Dunk,1.0
-8,261,Jump Shot,0.0
204,130,Jump Shot,1.0
-218,150,Jump Shot,0.0
-153,197,Jump Shot,0.0
140,-9,Jump Shot,1.0
-192,-3,Jump Shot,0.0
-191,8,Jump Shot,0.0
182,31,Jump Shot,0.0
0,0,Layup,0.0
-168,217,Jump Shot,1.0
151,210,Jump Shot,1.0
177,199,Jump Shot,0.0
-159,201,Jump Shot,0.0
0,0,Layup,1.0
-110,158,Jump Shot,0.0
0,0,Layup,1.0
0,0,Layup,1.0
225,87,Jump Shot,1.0
0,0,Layup,1.0
143,227,Jump Shot,0.0
108,230,Jump Shot,0.0
-130,81,Jump Shot,0.0
-54,71,Jump Shot,1.0
0,0,Layup,0.0
0,0,Layup,1.0
-184,209,Jump Shot,0.0
36,46,Jump Shot,0.0
74,135,Jump Shot,1.0
0,0,Layup,1.0
-181,161,Jump Shot,1.0
-107,151,Jump Shot,0.0
174,176,Jump Shot,1.0
-158,201,Jump Shot,0.0
159,-23,Jump Shot,1.0
-172,36,Jump Shot,1.0
151,232,Jump Shot,0.0
79,191,Jump Shot,1.0
